ID,en,ar,zh-Hans,zh-Hant,de,es,fa,fr,he,id,it,ja,ko,hu,nl,no,pl,pt-br,ru,uk,fi,vi,tr
StarBonusAccButtonDesc,Adds a button that increases dt,يضيف زر يقوم بزيادة dt,添加一个增加dt的按钮,添加一個增加dt的按鈕,"Fügt eine Schaltfläche hinzu, die dt erhöht",Añade un botón que aumenta dt,دکمه‌ای به صفحه اضافه می‌کند که به کمک آن dt افزایش می‌یابد.,Ajoute un bouton qui augmente « dt »,מוסיף כפתור שמגדיל את dt,Menambahkan sebuah tombol yang meningkatkan dt,Aggiunge un pulsante che aumenta dt,dtの値を増加させるボタンを追加します,'dt'를 증가시키는 버튼을 추가합니다.,Ad egy gombot ami növeli a dt-t,Voegt een knop die dt verhoogt,Legger til en knapp som øker dt,"Dodaje przycisk, który zwiększa dt",Adiciona um botão que aumenta dt,"Добавляет кнопку, которая увеличивает dt","Додає кнопку, яка збільшує dt","Lisää painikkeen, joka nostaa dt:tä",Thêm một nút để tạm thời tăng biến dt,dt'yi artıran bir buton ekler
UpgradeXiUpDesc1,Unlock {0},فتح {0},解锁 {0},解鎖{0},Entsperre {0},Desbloquear {0},باز کردن {0},Déverrouiller {0},פתח את {0},Membuka {0},Sblocca {0},{0}を解放,{0} 잠금 해제,{0} feloldása,Ontgrendel {0},Lås opp {0},Odblokuj {0},Desbloquear {0},Открыть {0},Відкрити {0},Avaa {0},Mở khóa {0},{0}'i aç
MainPageUpgrades,Upgrades,الترقيات,升级,升級,Upgrades,Mejoras,ارتقاءها,Améliorations,שדרוגים,Peningkatan,Miglioramenti,アップグレード,업그레이드,Fejlesztések,Upgrades,Oppgraderinger,Ulepszenia,Upgrades,Улучшения,Покращення,Päivitykset,Nâng cấp,Geliştirmeler
InstructionsSectionDesc16a,Thanks a lot to all translators:,شكرًا جزيلًا لجميع المترجمين:,非常感谢所有的翻译君：,以下向所有翻譯者表示謝意：,Vielen Dank an alle Übersetzer:,Muchas gracias a todos los traductores:,با تشکر از همه مترجمان:,Merci beaucoup à tous les traducteurs :,תודה רבה לכל המתרגמים:,Terima kasih kepada para penerjemah:,Grazie mille a tutti i traduttori:,全翻訳者に多大なる感謝を,번역에 참여해주신 분들께 감사드립니다:,Sok köszönet az összes fordítónak:,Hartelijke dank aan alle vertalers:,Tusen takk til alle oversetterene:,Wielkie dzięki dla tłumaczy:,Muito obrigado a todos os tradutores:,Большое спасибо всем переводчикам:,Велике спасибі всім перекладачам:,Kiitos kaikille kääntäjille:,Cảm ơn rất nhiều đến tất cả các dịch giả:,Tüm çevirmenlere çok teşekkürler:
StarBonusPermLevelTitle,\uparrow level of variable {0},\uparrow مستوى المتغير {0},\uparrow 变量{0}等级,\uparrow 變量{0}等級,\uparrow Variablenlevel {0},\uparrow nivel de {0},\uparrow سطح متغیر {0},\uparrow le niveau de {0},\uparrow רמת משתנה {0},\uparrow level variabel {0},\uparrow il livello di {0},\uparrow 変数{0}のレベル,\uparrow 변수 {0} 레벨 증가,\uparrow szintje a változónak {0},\uparrow level van variable {0},\uparrow nivå av variabel {0},\uparrow poziom zmiennej {0},\uparrow Nível da variavel {0},\uparrow уровень {0},\uparrow рівень змінної {0},\uparrow {0} tasoa,\uparrow cấp độ biến số {0},\uparrow {0} değişkeni seviyesi
StarBonusPermLevelDesc,Adds a permanent level to variable {0},يضيف مستوى دائم لمتغير {0},永久增加一级变量 {0},永久增加一級變量{0},Gibt der Variable {0} ein permanentes Level,Añade un nivel permanente a la variable {0},به‌صورت دائمی یک واحد به {0} اضافه می‌شود.,Ajoute un niveau permanent à la variable {0},מוסיף רמה קבועה למשתנה {0},Menambahkan level permanen untuk variabel {0},Aggiunge un livello permanente alla variabile {0},変数{0}のレベルを恒久的に増加させます,변수 {0}에 영구적인 레벨을 추가합니다,Ad egy állandó szintret a változóhoz {0},Voegt een permanent level toe van variabele {0},Legger til et nytt permanent level til variabel {0},Dodaje stały poziom do zmiennej {0},Adiciona um nível permanente à {0},Добавляет постоянный уровень к {0},Додає постійний рівень до змінної {0},Lisää pysyvän tason muuttujaan {0},Thêm một cấp độ vĩnh viễn cho biến {0},{0} değişkenine kalıcı bir seviye ekler
StarBonusAutoSupTitle,Auto-Supremacy,سيادة ذاتية,自动升华,自動昇華,Auto-Aszendenz,Auto Supremacía,برتری-خودکار,Suprématie automatique,עליונות-אוטומטית,Supremasi Otomatis,Supremazia Automatica,自動サプレマシー,자동 슈프리머시,Auto-Felsőség,Auto-Suprematie,Auto-supremacy,Auto-Supremacja,Supremacia Automática,Авто-Превосходство,Авто-Панування,Auto-Supremacy,Tự động Quyền uy,Oto-Yükseliş
StarBonusAutoSupDesc,Automatically performs supremacies,يؤدي السيادة بشكل تلقائي,自动执行升华,自動執行昇華,Führt automatisch Aszendenz aus,Realiza supremacías automáticamente ,برتری به‌صورت خودکار اعمال می‌شود.,Effectue automatiquement les Suprématies,לבצע עליוניות באופן אוטומטי,Melakukan supremasi secara otomatis,Esegue automaticamente le supremazie,サプレマシーを自動で行います。,슈프리머시를 자동으로 실행합니다,Automatikusan felsőségezik,Voert automatisch Suprematies uit,Foretar supremacy automatisk,Automatyczne wykonywanie Supremacji,Executa supremacias automatciamente,Автоматическое срабатывание Превосходства,Автоматичне спрацьовування Панування,Tekee Supremacyn automaattisesti,Tự động thực hiện Quyền uy,Otomatik Yükseliş gerçekleştirir
StudentsName,Students,الطلاب,学生,學生,Schüler,Estudiantes,دانشجویان,Étudiants,תלמידים,Mahasiswa,Studenti,学生,학생,Hallgatók,Studenten,Studenter,Studenci,Estudantes,Студенты,Студенти,Opiskelijat,Sinh viên,Öğrenciler
StudentsResearchTheoriesTitle,Theory: {0},نظرية: {0},理论：{0},理論：{0},Theorie: {0},Teoría: {0},نظریه: {0},Théorie : {0},השערה: {0},Teori: {0},Teoria: {0},理論：{0},이론: {0},Elmélet: {0},Theorie: {0},Teori: {0},Teoria: {0},Teoria: {0},Теория: {0},Теорія: {0},Teoria: {0},Lí thuyết: {0},Teori: {0}
TheoryPopupTitle,Theories,النظريات,理论,理論,Theorien,Teorías,نظریه‌ها,Théories,השערות,Teori,Teorie,理論,이론,Elméletek,Theorieën,Teorier,Teorie,Teorias,Теории,Теорії,Teoriat,Lí thuyết,Teoriler
TheoryRecurrenceRelationsName,Recurrence Relations,العلاقات التكرارية,递推关系,遞迴關係,Wiederholte Beziehungen,Relaciones de recurrencia,روابط بازگشتی,Relations de récurrence,נוסחת נסיגה,Relasi Pengulangan,Relazioni di Ricorrenza,漸化式,점화식,Rekurzív Kapcsolatok,Recurrente Betrekkingen,Recurrence Relations,Równanie rekurencyjne,Relações de Recorrência,Рекуррентные соотношения,Рекурентні співвідношення,Differenssiyhtälö,Quan hệ lặp lại,Yinelemeli İlişkiler
TheoryChaosTheoryName,Chaos Theory,نظرية الفوضى,混沌理论,混沌理論,Chaostheorie,Teoría del caos,نظریه آشوب,Théorie du chaos,השערת הכאוס,Teori Kekacauan,Teoria del caos,カオス理論,혼돈이론,Káoszelmélet,Chaostheorie,Kaosteorien,Teoria chaosu,Teoria do Caos,Теория Хаоса,Теорія Хаосу,Kaaosteoria,Lí thuyết hỗn loạn,Kaos Teorisi
TheoryNumericalMethodsName,Numerical Methods,الطرق العددية,数值方法,數值分析,Numerische Methoden,Métodos numéricos,محاسبات عددی,Méthodes numériques,שיטות נומריות,Metode Numerik,Metodi numerici,数値解法,수치해석학,Numerikus Módszerek,Numerieke Methodes,Numeriske Metoder,Metody numeryczne,Métodos Numéricos,Численные методы,Чисельні методи,Numeeriset Metodit,Giải tích số,Nümerik Analiz
TheoryDifferentialCalculusName,Differential Calculus,حساب التفاضل,微分,微分,Differentialmathematik,Calculo diferencial,حساب دیفرانسیل,Calcul différentiel,חשבון דיפרנציאלי,Kalkulus Diferensial,Calcolo differenziale,微分法,미분방정식,Differenciálszámítás,Differentiaal Calculus,Differential Calculus,Rachunek różniczkowy,Cálculo Diferencial,Дифференциальное исчисление,Диференційне числення,Differentiaalilaskenta,Toán vi phân,Diferansiyel Kalkülüs
TheoryIntegralCalculusName,Integral Calculus,حساب التكامل,积分,積分,Integralmathematik,Cálculo integral,حساب انتگرال,Calcul intégral,חשבון אינטגרלי,Kalkulus Integral,Calcolo integrale,積分法,적분,Integrálszámítás,Integraal Calculus,Integral Calculus,Rachunek całkowy,Cálculo Integral,Интегральное исчисление,Інтегральне числення,Integraalilaskenta,Toán tích phân,İntegral
TheoryLinearAlgebraName,Linear Algebra,الجبر الخطي,线性代数,線性代數,Lineare Algebra,Álgebra lineal,جبر خطی,Algèbre linéaire,אלגברה ליניארית,Aljabar Linear,Algebra lineare,線形代数,선형대수학,Lineáris algebra,Lineaire Algebra,Lineær algebra,Algebra liniowa,Álgebra Linear,Линейная Алгебра,Лінійна Алгебра,Lineaarialgebra,Đại số tuyến tính,Lineer Cebir
TheoryPolynomialsName,Polynomials,متعددة الحدود,多项式,多項式,Polynome,Polinomios,چندجمله‌ای‌ها,Polynômes,פולינומים,Polinomial,Polinomiali,多項式,다항식,Polinomok,Polynomen,Polynomer,Wielomiany,Polinômios,Многочлены,Багаточлени,Polynomit,Đa thức,Polinomlar
TheoryLogisticFunctionName,Logistic Function,الدالة اللوجستية,逻辑斯谛函数,邏輯函數,Logistische Funktion,Función logística,تابع لجستیک,Fonction logistique,פונקציה לוגיסטית,Fungsi Logistik,Funzione Logistica,ロジスティック関数,로지스틱 함수,Logisztikus Függvény,Logistische Functie,Logistisk Vekst,Funkcja logistyczna,Função Logística,Логистическая функция,Логістична функція,Logistinen Funktio,Hàm logistic,Lojistik Fonksiyon
TheoryPanelPermanent,Permanent,دائمي,永久,永久加成,Permanent,Permanentes,دائمي,Permanent,קבועים,Permanen,Permanente,恒久,영구,Végleges,Permanent,Permanent,Stałe,Permanente,Постоянный,Постійне,Pysyvä,Vĩnh viễn,Kalıcı
TheoryUpgrade10DescB,Multiplies {0} by {1},مضاعفة {0} بنسبة {1},使{0}乘{1},使{0}乘{1},Multipliziert {0} mit {1},Multiplica {0} por {1},ضرب کردن {0} در{1},Multiplie {0} par {1},מכפיל את {0} פי {1},Mengalikan {0} dengan {1},Moltiplica {0} per {1},{1} による {0} 増倍,{0}에 {1}를 곱합니다,Megszorozza {0}-t {1} által,Vermenigvuldigt {0} met {1},Multipliserer {0} med {1},Mnoży {0} razy {1},Multiplica {0} por {1},Умножает {0} на {1},Примножує {0} на {1},Kertoo {0} {1}:llä,Nhân {0} lên {1},{0}'i {1} ile çarpar
TheoryUpgrade12,{0} {1} exponent by {2},{0} اس {1} بنسبة {2} ,{1}指数{0}{2},使{1}{0}{2}次方,{0} {1} Exponenten um {2},{0} exponente de {1} por {2},{0} توان {1} به‌اندازه {2},{0} l'exposant de {1} de {2},{0} המעריך של {1} ב-{2},{0} eksponen {1} sebesar {2},{0} {1} esponente di {2},{0} {1} の指数を {2} 増加,{0} {1}지수를 {2}만큼 증가,{0} {1} hatvány {2} által,{0} {1} exponent met {2},{0} {1} eksponent med {2},{0} {1} wykładnik o {2},{0} {1} expoente por {2},{0} {1} возводит в степень {2},{0} степень  {1} на {2},{0} {1} eksponentia arvoa {2},{0} số mũ của {1} lên {2},{0} {1} üssünü {2}
TheoryUpgrade12DescA,Increases {0} exponent by {1},زيادة اس {0} بنسبة {1},{0}指数增加{1},使{0}指數增加{1},Erhöht {0} exponential um {1},Aumenta el exponente de {0} por {1},افزایش توان {0} به‌اندازه {1},Augmente l'exposant de {0} de {1},מגדיל את המעריך של {0} ב-{1},Meningkatkan eksponen {0} sebesar {1},Aumenta l'esponente di {0} di {1},{0} の指数を {1} 増加,{0}지수에 {1}를 더합니다,Növeli a {0} hatványt {1} által,Verhoogt {0} exponent met {1},Øker {0} eksponent med {1},Zwiększa wykładnik {0} o {1},Aumenta {0} expoente por {1},Увеличивает степень {0} на {1},Збільшує степень {0} на {1},Nostaa {0} eksponentin arvoa {1},Tăng số mũ của {0} lên {1},{0} üssünü {1} artırır
PublicationPopupPublish,Publish,نشر,出版,出版,Veröffentlichen,Publicar,انتشار,Publier,פרסם מאמר,Publikasikan,Pubblicare,出版,출판,Kiadás,Publiceren,Publiser,Opublikuj,Publicar,Опубликовать,Опублікувати,Julkaise,Xuất bản,Yayınla
PublicationPopupMilestones,Milestones,المعالم,里程碑,里程碑,Meilensteine,Hitos,اهداف,Paliers,אבני דרך,Tonggak,Traguardi,マイルストーン,이정표,Mérföldkövek,Mijlpalen,Milepæler,Kamienie milowe,Metas,Цели,Цілі,Merkkipylväät,Các cột mốc,Dönüm Noktaları
AchievementTitle91,Are They Smarter Than Me?,هل هم اذكى مني؟,难道他们比我聪明？,難道他們比我聰明？,Sind sie schlauer als ich?,¿Más inteligentes que yo?,آیا آن‌ها باهوش‌ترند یا من؟,Sont-ils plus intelligents que moi ?,האם הם יותר חכמים ממני?,Apakah Mereka Lebih Cerdas Dari Saya?,Sono più intelligenti di me?,彼らは私より賢いだろうか？,저보다 똑똑한가요?,Okasabbak Nálam?,Zijn Ze Slimmer Dan Ik?,Er de smartere enn meg?,Czy są mądrzejsi ode mnie?,Eles são mais espertos do que eu?,Они умнее Меня?,Вони розумніші за мене?,Ovatko He Viisaampi Kuin Minä?,Họ thông minh hơn tôi?,Benden Daha mı Zekiler?
AchievementDesc91,Hire your first student.,وظف طالبك الأول.,雇佣你的第1个学生。,僱傭你的第1個學生。,Stelle deinen ersten Studenten an.,Contratá a tu primer estudiante.,اولین دانشجویتان را استخدام نمایید.,Recruter votre 1er étudiant.,גיוס התלמיד הראשון שלך.,Pekerjakan mahasiswa pertama Anda.,Assumi il tuo primo studente.,最初の学生を雇った,첫 번째 학생을 고용합니다.,Vegye fel az első hallgatóját.,Neem je eerste student aan.,Ansett din første student.,Przyjmij swojego pierwszego studenta.,Contratar o seu primeiro aluno.,Наймите вашего первого студента.,Найміть вашого першого студента.,Palkkaa ensimmäinen opiskelija.,Thuê sinh viên đầu tiên của bạn.,İlk öğrencini işe al.
